Language,Domain,Source,Meaning,Syntax,Form,Comments,Flag for review
Sa'a,Number,"Ivens, W. G. (1911). Grammar of the language of Sa’a, Malaita, Solomon Islands. Anthropos.",SG,Pronoun,na,3Person,--
Sa'a,Number,"Ivens, W. G. (1911). Grammar of the language of Sa’a, Malaita, Solomon Islands. Anthropos.",SG,Pronoun,ne,3Person,--
Sa'a,Number,"Ivens, W. G. (1911). Grammar of the language of Sa’a, Malaita, Solomon Islands. Anthropos.",DUAL,Pronoun,karai,1Person inclusive,--
Sa'a,Number,"Ivens, W. G. (1911). Grammar of the language of Sa’a, Malaita, Solomon Islands. Anthropos.",DUAL,Pronoun,merei,1Person exclusive,--
Sa'a,Number,"Ivens, W. G. (1911). Grammar of the language of Sa’a, Malaita, Solomon Islands. Anthropos.",DUAL,Pronoun,moroi,2Person,--
Sa'a,Number,"Ivens, W. G. (1911). Grammar of the language of Sa’a, Malaita, Solomon Islands. Anthropos.",DUAL,Pronoun,moro,2Person,--
Sa'a,Number,"Ivens, W. G. (1911). Grammar of the language of Sa’a, Malaita, Solomon Islands. Anthropos.",DUAL,Pronoun,darue,3Person,--
Sa'a,Number,"Ivens, W. G. (1911). Grammar of the language of Sa’a, Malaita, Solomon Islands. Anthropos.",PL,Pronoun,ka,1Person inclusive,--
Sa'a,Number,"Ivens, W. G. (1911). Grammar of the language of Sa’a, Malaita, Solomon Islands. Anthropos.",PL,Pronoun,ke  ,1Person inclusive,--
Sa'a,Number,"Ivens, W. G. (1911). Grammar of the language of Sa’a, Malaita, Solomon Islands. Anthropos.",PL,Pronoun,kaelu,1Person inclusive,--
Sa'a,Number,"Ivens, W. G. (1911). Grammar of the language of Sa’a, Malaita, Solomon Islands. Anthropos.",PL,Pronoun,mami,1Person exclusive,--
Sa'a,Number,"Ivens, W. G. (1911). Grammar of the language of Sa’a, Malaita, Solomon Islands. Anthropos.",PL,Pronoun,memi,1Person exclusive,--
Sa'a,Number,"Ivens, W. G. (1911). Grammar of the language of Sa’a, Malaita, Solomon Islands. Anthropos.",PL,Pronoun,melu,1Person exclusive,--
Sa'a,Number,"Ivens, W. G. (1911). Grammar of the language of Sa’a, Malaita, Solomon Islands. Anthropos.",PL,Pronoun,miu,2Person,--
Sa'a,Number,"Ivens, W. G. (1911). Grammar of the language of Sa’a, Malaita, Solomon Islands. Anthropos.",PL,Pronoun,molu,2Person,--
Sa'a,Number,"Ivens, W. G. (1911). Grammar of the language of Sa’a, Malaita, Solomon Islands. Anthropos.",PL,Pronoun,darue,3Person,--
Sa'a,Number,"Ivens, W. G. (1911). Grammar of the language of Sa’a, Malaita, Solomon Islands. Anthropos.",PL,Pronoun,de,3Person,--
Sa'a,Number,"Ivens, W. G. (1911). Grammar of the language of Sa’a, Malaita, Solomon Islands. Anthropos.",PL,Pronoun,daelu,3Person,--
Sa'a,Number,"Ivens, W. G. (1911). Grammar of the language of Sa’a, Malaita, Solomon Islands. Anthropos.",PL,Pronoun,ni,"3Person - ""when things are in question, ni is used in place of da""",--
Sa'a,Number,"Ivens, W. G. (1911). Grammar of the language of Sa’a, Malaita, Solomon Islands. Anthropos.",PL,Pronoun,atei,--,--
Sa'a,Number,"Ivens, W. G. (1911). Grammar of the language of Sa’a, Malaita, Solomon Islands. Anthropos.",SG,Pronoun,aku'e,1Person - Possessive Pronouns,--
Sa'a,Number,"Ivens, W. G. (1911). Grammar of the language of Sa’a, Malaita, Solomon Islands. Anthropos.",SG,Pronoun,aku'i,1Person - Possessive Pronouns,--
Sa'a,Number,"Ivens, W. G. (1911). Grammar of the language of Sa’a, Malaita, Solomon Islands. Anthropos.",SG,Pronoun,ekue,1Person - Possessive Pronouns,--
Sa'a,Number,"Ivens, W. G. (1911). Grammar of the language of Sa’a, Malaita, Solomon Islands. Anthropos.",SG,Pronoun,ekui,1Person - Possessive Pronouns,--
Sa'a,Number,"Ivens, W. G. (1911). Grammar of the language of Sa’a, Malaita, Solomon Islands. Anthropos.",SG,Pronoun,amu'e,2Person - Possessive Pronouns,--
Sa'a,Number,"Ivens, W. G. (1911). Grammar of the language of Sa’a, Malaita, Solomon Islands. Anthropos.",SG,Pronoun,amu'i,2Person - Possessive Pronouns,--
Sa'a,Number,"Ivens, W. G. (1911). Grammar of the language of Sa’a, Malaita, Solomon Islands. Anthropos.",SG,Pronoun,emue,2Person - Possessive Pronouns,--
Sa'a,Number,"Ivens, W. G. (1911). Grammar of the language of Sa’a, Malaita, Solomon Islands. Anthropos.",SG,Pronoun,emui,2Person - Possessive Pronouns,--
Sa'a,Number,"Ivens, W. G. (1911). Grammar of the language of Sa’a, Malaita, Solomon Islands. Anthropos.",SG,Pronoun,ana,2Person - Possessive Pronouns,--
Sa'a,Number,"Ivens, W. G. (1911). Grammar of the language of Sa’a, Malaita, Solomon Islands. Anthropos.",PL,Pronoun,aka,2Person - Possessive Pronouns,--
Sa'a,Number,"Ivens, W. G. (1911). Grammar of the language of Sa’a, Malaita, Solomon Islands. Anthropos.",PL,Pronoun,akelu,2Person - Possessive Pronouns,--
Sa'a,Number,"Ivens, W. G. (1911). Grammar of the language of Sa’a, Malaita, Solomon Islands. Anthropos.",PL,Pronoun,amami,2Person - Possessive Pronouns,--
Sa'a,Number,"Ivens, W. G. (1911). Grammar of the language of Sa’a, Malaita, Solomon Islands. Anthropos.",PL,Pronoun,amelu,2Person - Possessive Pronouns,--
Sa'a,Number,"Ivens, W. G. (1911). Grammar of the language of Sa’a, Malaita, Solomon Islands. Anthropos.",PL,Pronoun,amiu,2Person - Possessive Pronouns,--
Sa'a,Number,"Ivens, W. G. (1911). Grammar of the language of Sa’a, Malaita, Solomon Islands. Anthropos.",PL,Pronoun,emui,2Person - Possessive Pronouns,--
Sa'a,Number,"Ivens, W. G. (1911). Grammar of the language of Sa’a, Malaita, Solomon Islands. Anthropos.",PL,Pronoun,amolu,2Person - Possessive Pronouns,--
Sa'a,Number,"Ivens, W. G. (1911). Grammar of the language of Sa’a, Malaita, Solomon Islands. Anthropos.",PL,Pronoun,ada,3Person - Possessive Pronouns,--
Sa'a,Number,"Ivens, W. G. (1911). Grammar of the language of Sa’a, Malaita, Solomon Islands. Anthropos.",SG,Pronoun,ana,3Person - Possessive Pronouns,--
Sa'a,Number,"Ivens, W. G. (1911). Grammar of the language of Sa’a, Malaita, Solomon Islands. Anthropos.",DUAL,Pronoun,amoro,2Person - Possessive Pronouns,--
Sa'a,Number,"Ivens, W. G. (1911). Grammar of the language of Sa’a, Malaita, Solomon Islands. Anthropos.",PL,Pronoun,ada'elu,3Person - Possessive Pronouns,--
Sa'a,Number,"Ivens, W. G. (1911). Grammar of the language of Sa’a, Malaita, Solomon Islands. Anthropos.",PL,Pronoun,adalu,3Person - Possessive Pronouns,--
Sa'a,Number,"Ivens, W. G. (1911). Grammar of the language of Sa’a, Malaita, Solomon Islands. Anthropos.",DUAL,Pronoun,akara'i,1Person inclusive - Possessive Pronouns,--
Sa'a,Number,"Ivens, W. G. (1911). Grammar of the language of Sa’a, Malaita, Solomon Islands. Anthropos.",DUAL,Pronoun,akaru'e,1Person inclusive - Possessive Pronouns,--
Sa'a,Number,"Ivens, W. G. (1911). Grammar of the language of Sa’a, Malaita, Solomon Islands. Anthropos.",DUAL,Pronoun,ameru'e,1Person exclusive - Possessive Pronouns,--
Sa'a,Number,"Ivens, W. G. (1911). Grammar of the language of Sa’a, Malaita, Solomon Islands. Anthropos.",DUAL,Pronoun,amoro'i,2erson - Possessive Pronouns,--
Sa'a,Number,"Ivens, W. G. (1911). Grammar of the language of Sa’a, Malaita, Solomon Islands. Anthropos.",DUAL,Pronoun,adarue,3Person - Possessive Pronouns,--
Sa'a,Number,"Ivens, W. G. (1911). Grammar of the language of Sa’a, Malaita, Solomon Islands. Anthropos.",PL,Pronoun,ani,--,--
Sa'a,Number,"Ivens, W. G. (1911). Grammar of the language of Sa’a, Malaita, Solomon Islands. Anthropos.",PL,Reduplication,--,"Note: ""In rherhela ""children"" the reduplication marks plurality"" (p. 762)",--
Sa'a,Number,"Ivens, M. G. (1918). Dictionary and Grammar of the Language of Sa’a and Ulawa, Solomon Islands. Carnegie Institution of Washington. ",PL,Noun,mwai,--,--
Sa'a,Number,"Ivens, M. G. (1918). Dictionary and Grammar of the Language of Sa’a and Ulawa, Solomon Islands. Carnegie Institution of Washington. ",PL,Noun,mwa  ,--,--
Sa'a,Number,"Ivens, M. G. (1918). Dictionary and Grammar of the Language of Sa’a and Ulawa, Solomon Islands. Carnegie Institution of Washington. ",PL,Noun,maeni,"""generally used in the vocative""",--
Langalanga,Number,"Lovegren, J., Mitchell, A., & Nakagawa, N. (2015). The Wala language of Malaita, Solomon Islands. Asia-Pacific Linguistics, Australian National University. ",SG,Pronoun,lau,"1Person exclusive - ""I"" - independent subject pronouns",--
Langalanga,Number,"Lovegren, J., Mitchell, A., & Nakagawa, N. (2015). The Wala language of Malaita, Solomon Islands. Asia-Pacific Linguistics, Australian National University. ",SG,Pronoun,o,2Person - independent subject pronouns,--
Langalanga,Number,"Lovegren, J., Mitchell, A., & Nakagawa, N. (2015). The Wala language of Malaita, Solomon Islands. Asia-Pacific Linguistics, Australian National University. ",SG,Pronoun,lia,"3Person ""himself"" - independent subject pronouns",--
Langalanga,Number,"Lovegren, J., Mitchell, A., & Nakagawa, N. (2015). The Wala language of Malaita, Solomon Islands. Asia-Pacific Linguistics, Australian National University. ",DUAL,Pronoun,gora,1Person inclusive - independent subject pronouns,--
Langalanga,Number,"Lovegren, J., Mitchell, A., & Nakagawa, N. (2015). The Wala language of Malaita, Solomon Islands. Asia-Pacific Linguistics, Australian National University. ",DUAL,Pronoun,mera,1Person exclusive - independent subject pronouns,--
Langalanga,Number,"Lovegren, J., Mitchell, A., & Nakagawa, N. (2015). The Wala language of Malaita, Solomon Islands. Asia-Pacific Linguistics, Australian National University. ",DUAL,Pronoun,mora,2Person - independent subject pronouns,--
Langalanga,Number,"Lovegren, J., Mitchell, A., & Nakagawa, N. (2015). The Wala language of Malaita, Solomon Islands. Asia-Pacific Linguistics, Australian National University. ",DUAL,Pronoun,daro,3Person - independent subject pronouns,--
Langalanga,Number,"Lovegren, J., Mitchell, A., & Nakagawa, N. (2015). The Wala language of Malaita, Solomon Islands. Asia-Pacific Linguistics, Australian National University. ",PAUCAL,Pronoun,golu,1Person inclusive - independent subject pronouns,--
Langalanga,Number,"Lovegren, J., Mitchell, A., & Nakagawa, N. (2015). The Wala language of Malaita, Solomon Islands. Asia-Pacific Linguistics, Australian National University. ",PAUCAL,Pronoun,meulu,1Person exclusive - independent subject pronouns,--
Langalanga,Number,"Lovegren, J., Mitchell, A., & Nakagawa, N. (2015). The Wala language of Malaita, Solomon Islands. Asia-Pacific Linguistics, Australian National University. ",PAUCAL,Pronoun,moulu,2Person - independent subject pronouns,--
Langalanga,Number,"Lovegren, J., Mitchell, A., & Nakagawa, N. (2015). The Wala language of Malaita, Solomon Islands. Asia-Pacific Linguistics, Australian National University. ",PAUCAL,Pronoun,daulu,3Person - independent subject pronouns,--
Langalanga,Number,"Lovegren, J., Mitchell, A., & Nakagawa, N. (2015). The Wala language of Malaita, Solomon Islands. Asia-Pacific Linguistics, Australian National University. ",PL,Pronoun,gia,1Person inclusive - independent subject pronouns,--
Langalanga,Number,"Lovegren, J., Mitchell, A., & Nakagawa, N. (2015). The Wala language of Malaita, Solomon Islands. Asia-Pacific Linguistics, Australian National University. ",PL,Pronoun,amiu,1Person exclusive - independent subject pronouns,--
Langalanga,Number,"Lovegren, J., Mitchell, A., & Nakagawa, N. (2015). The Wala language of Malaita, Solomon Islands. Asia-Pacific Linguistics, Australian National University. ",PL,Pronoun,amu,2Person - independent subject pronouns,--
Langalanga,Number,"Lovegren, J., Mitchell, A., & Nakagawa, N. (2015). The Wala language of Malaita, Solomon Islands. Asia-Pacific Linguistics, Australian National University. ",PL,Pronoun,gera,"3Person ""them"" - independent subject pronouns",--
Langalanga,Number,"Lovegren, J., Mitchell, A., & Nakagawa, N. (2015). The Wala language of Malaita, Solomon Islands. Asia-Pacific Linguistics, Australian National University. ",PL,Pronoun,e,"3Person ""he"" - independent subject pronouns",--
Langalanga,Number,"Lovegren, J., Mitchell, A., & Nakagawa, N. (2015). The Wala language of Malaita, Solomon Islands. Asia-Pacific Linguistics, Australian National University. ",SG,Pronoun,lia,3Person - subject markers,--
Langalanga,Number,"Lovegren, J., Mitchell, A., & Nakagawa, N. (2015). The Wala language of Malaita, Solomon Islands. Asia-Pacific Linguistics, Australian National University. ",SG,Pronoun,e,3Person non-sequential  - subject markers,--
Langalanga,Number,"Lovegren, J., Mitchell, A., & Nakagawa, N. (2015). The Wala language of Malaita, Solomon Islands. Asia-Pacific Linguistics, Australian National University. ",SG,Pronoun,--,3Person non-sequential  - subject markers,--
Langalanga,Number,"Lovegren, J., Mitchell, A., & Nakagawa, N. (2015). The Wala language of Malaita, Solomon Islands. Asia-Pacific Linguistics, Australian National University. ",SG,Pronoun,ka,3Person sequential - subject markers,--
Langalanga,Number,"Lovegren, J., Mitchell, A., & Nakagawa, N. (2015). The Wala language of Malaita, Solomon Islands. Asia-Pacific Linguistics, Australian National University. ",SG,Pronoun,ka†,3Person sequential - subject markers,--
Langalanga,Number,"Lovegren, J., Mitchell, A., & Nakagawa, N. (2015). The Wala language of Malaita, Solomon Islands. Asia-Pacific Linguistics, Australian National University. ",SG,Pronoun,lau,1Person exclusive - independent non-subject pronoun,--
Langalanga,Number,"Lovegren, J., Mitchell, A., & Nakagawa, N. (2015). The Wala language of Malaita, Solomon Islands. Asia-Pacific Linguistics, Australian National University. ",SG,Pronoun,o,2Person - independent non-subject pronoun,--
Langalanga,Number,"Lovegren, J., Mitchell, A., & Nakagawa, N. (2015). The Wala language of Malaita, Solomon Islands. Asia-Pacific Linguistics, Australian National University. ",SG,Pronoun,lia,3Person - independent non-subject pronoun,--
Langalanga,Number,"Lovegren, J., Mitchell, A., & Nakagawa, N. (2015). The Wala language of Malaita, Solomon Islands. Asia-Pacific Linguistics, Australian National University. ",DUAL,Pronoun,gora,1Person inclusive - independent non-subject pronoun,--
Langalanga,Number,"Lovegren, J., Mitchell, A., & Nakagawa, N. (2015). The Wala language of Malaita, Solomon Islands. Asia-Pacific Linguistics, Australian National University. ",DUAL,Pronoun,ameroa,1Person exclusive - independent non-subject pronoun,--
Langalanga,Number,"Lovegren, J., Mitchell, A., & Nakagawa, N. (2015). The Wala language of Malaita, Solomon Islands. Asia-Pacific Linguistics, Australian National University. ",DUAL,Pronoun,amoroa,2Person - independent non-subject pronoun,--
Langalanga,Number,"Lovegren, J., Mitchell, A., & Nakagawa, N. (2015). The Wala language of Malaita, Solomon Islands. Asia-Pacific Linguistics, Australian National University. ",DUAL,Pronoun,daro,3Person - independent non-subject pronoun,--
Langalanga,Number,"Lovegren, J., Mitchell, A., & Nakagawa, N. (2015). The Wala language of Malaita, Solomon Islands. Asia-Pacific Linguistics, Australian National University. ",PAUCAL,Pronoun,golu,1Person inclusive - independent non-subject pronoun,--
Langalanga,Number,"Lovegren, J., Mitchell, A., & Nakagawa, N. (2015). The Wala language of Malaita, Solomon Islands. Asia-Pacific Linguistics, Australian National University. ",PAUCAL,Pronoun,ameulu,1Person exclusive - independent non-subject pronoun,--
Langalanga,Number,"Lovegren, J., Mitchell, A., & Nakagawa, N. (2015). The Wala language of Malaita, Solomon Islands. Asia-Pacific Linguistics, Australian National University. ",PAUCAL,Pronoun,amoulu,2Person - independent non-subject pronoun,--
Langalanga,Number,"Lovegren, J., Mitchell, A., & Nakagawa, N. (2015). The Wala language of Malaita, Solomon Islands. Asia-Pacific Linguistics, Australian National University. ",PAUCAL,Pronoun,daulu,3Person - independent non-subject pronoun,--
Langalanga,Number,"Lovegren, J., Mitchell, A., & Nakagawa, N. (2015). The Wala language of Malaita, Solomon Islands. Asia-Pacific Linguistics, Australian National University. ",PL,Pronoun,gia,1Person inclusive - independent non-subject pronoun,--
Langalanga,Number,"Lovegren, J., Mitchell, A., & Nakagawa, N. (2015). The Wala language of Malaita, Solomon Islands. Asia-Pacific Linguistics, Australian National University. ",PL,Pronoun,amami,1Person exclusive - independent non-subject pronoun,--
Langalanga,Number,"Lovegren, J., Mitchell, A., & Nakagawa, N. (2015). The Wala language of Malaita, Solomon Islands. Asia-Pacific Linguistics, Australian National University. ",PL,Pronoun,amiu,2Person - independent non-subject pronoun,--
Langalanga,Number,"Lovegren, J., Mitchell, A., & Nakagawa, N. (2015). The Wala language of Malaita, Solomon Islands. Asia-Pacific Linguistics, Australian National University. ",PL,Pronoun,gera,3Person - independent non-subject pronoun,--
Langalanga,Number,"Lovegren, J., Mitchell, A., & Nakagawa, N. (2015). The Wala language of Malaita, Solomon Islands. Asia-Pacific Linguistics, Australian National University. ",SG,Noun,-gu,1Person exclusive - personal suffix,--
Langalanga,Number,"Lovegren, J., Mitchell, A., & Nakagawa, N. (2015). The Wala language of Malaita, Solomon Islands. Asia-Pacific Linguistics, Australian National University. ",SG,Noun,-mu,2Person - personal suffix,--
Langalanga,Number,"Lovegren, J., Mitchell, A., & Nakagawa, N. (2015). The Wala language of Malaita, Solomon Islands. Asia-Pacific Linguistics, Australian National University. ",SG,Noun,-la,3Person - personal suffix,--
Langalanga,Number,"Lovegren, J., Mitchell, A., & Nakagawa, N. (2015). The Wala language of Malaita, Solomon Islands. Asia-Pacific Linguistics, Australian National University. ",DUAL,Noun,-garoa,1Person inclusive - personal suffix,--
